"","Supervisor.PI","Batch","Population","Mean","SD","Median","Min","Max","SE","CV","Mode"
"1","Bergland","1","AK",0.564387573211103,0.31285962740948,0.454545454545455,0.181818181818182,0.916666666666667,0.139915078860571,0.554334720074459,0.857142857142857
"2","Bergland","1","GI",0.644933356117567,0.363150359382181,0.8125,0,0.857142857142857,0.162405777926407,0.563081992794278,0.736842105263158
"3","Bergland","1","KA",0.739826146076146,0.162122212994054,0.784090909090909,0.461538461538462,0.928571428571429,0.0573188580945326,0.219135554824481,0.888888888888889
"4","Bergland","1","MA",0.675863422291994,0.195385509395295,0.666666666666667,0.384615384615385,0.904761904761905,0.0738487810922322,0.2890902258517,0.904761904761905
"5","Bergland","1","MU",0.673918363198549,0.315961216885663,0.745989304812834,0,1,0.0912101468112095,0.468841975734344,1
"6","Bergland","1","RE",0.504545454545455,0.302537478041704,0.590909090909091,0,0.8,0.123510408211774,0.599623830352927,0.5
"7","Bergland","1","UM",0.870811403508772,0.150129096365634,0.927083333333333,0.583333333333333,1,0.0612899469401545,0.172401389968846,0.916666666666667
"8","Bergland","1","VA",0.754045954045954,0.327379787512807,0.8,0.05,1,0.123737928861151,0.434164238606677,1
"9","Bergland","1","YE",0.656738798367046,0.207524881714038,0.668192219679634,0.391304347826087,0.941176470588235,0.0733711255624663,0.31599302832426,0.75
"10","Bergland","2","AK",0.734317315026697,0.142090631262117,0.739130434782609,0.526315789473684,0.916666666666667,0.0635448620935899,0.193500314311601,0.739130434782609
"11","Bergland","2","GI",0.400309342082206,0.278032784708707,0.285714285714286,0.0625,0.695652173913043,0.124340041316447,0.694544831910547,0.0625
"12","Bergland","2","KA",0.626051714726778,0.23918388531536,0.666666666666667,0.0625,1,0.0721166548627677,0.382051322101633,0.666666666666667
"13","Bergland","2","MA",0.799206189652895,0.177213005099617,0.789473684210526,0.470588235294118,1,0.0669802200828583,0.221736277063348,0.789473684210526
"14","Bergland","2","MU",0.761563631300473,0.117553117257341,0.788888888888889,0.55,0.904761904761905,0.0479908591590074,0.154357577523237,0.8
"15","Bergland","2","RE",0.452619047619048,0.319765007253679,0.426666666666667,0.1,0.857142857142857,0.15988250362684,0.706477133332695,0.52
"16","Bergland","2","UM",0.807297464440322,0.165195513945117,0.8,0.533333333333333,1,0.0624380353717545,0.204627812202584,1
"17","Bergland","2","VA",0.714725151009981,0.217971644426404,0.727941176470588,0.363636363636364,1,0.0689286861719783,0.304972679523573,1
"18","Bergland","2","YE",0.711215564060833,0.182347716649239,0.71780303030303,0.416666666666667,0.954545454545455,0.0576634110742602,0.256388816364039,0.666666666666667
"19","Bergland","3","AK",0.398529411764706,0.147014932759298,0.334558823529412,0.25,0.625,0.0519776279448919,0.368893558215213,0.294117647058824
"20","Bergland","3","GI",0.577188495535514,0.183245758343842,0.529411764705882,0.347826086956522,0.833333333333333,0.0692603864836065,0.317479921656836,0.5
"21","Bergland","3","KA",0.453125763125763,0.266204187948186,0.3,0.230769230769231,0.857142857142857,0.100615725610685,0.587484115032105,0.80952380952381
"22","Bergland","3","MA",0.561957897175288,0.31287568812532,0.416666666666667,0.227272727272727,1,0.118255894579686,0.556760016538617,1
"23","Bergland","3","MU",0.703571428571429,0.188006308091208,0.702380952380952,0.5,0.916666666666667,0.076753253874658,0.267217087642326,0.916666666666667
"24","Bergland","3","RE",0.719214200831848,0.237822681313221,0.763257575757576,0.409090909090909,1,0.0970907030796545,0.330670168967956,0.470588235294118
"25","Bergland","3","UM",0.678650345397636,0.300570735889009,0.736263736263736,0.181818181818182,1,0.106267802786675,0.442894839628937,0.181818181818182
"26","Bergland","3","VA",0.852287581699346,0.20912990096338,1,0.555555555555556,1,0.0935257349363835,0.245374807111942,1
"27","Bergland","3","YE",0.73172391763723,0.145781021105823,0.719607843137255,0.571428571428571,1,0.0595148526485284,0.199229542170162,0.642857142857143
"28","Flatt","1","AK",0.950056104026692,0.0786111245351701,1,0.733333333333333,1,0.0175779818248342,0.0827436655603673,1
"29","Flatt","1","GI",0.942255661005661,0.10533144097468,1,0.6875,1,0.0281510117273182,0.111786477209657,1
"30","Flatt","1","KA",0.971464646464646,0.0649064623131621,1,0.777777777777778,1,0.0145135261911259,0.0668129947387892,1
"31","Flatt","1","MA",0.941102756892231,0.105160503444956,1,0.666666666666667,1,0.0241254740720224,0.111741786616611,1
"32","Flatt","1","MU",0.984242059396858,0.0308373302071761,1,0.888888888888889,1,0.00689543665878534,0.0313310429205526,1
"33","Flatt","1","RE",0.959911656970481,0.0630649123471822,1,0.8,1,0.0168548067950061,0.0656986628813506,1
"34","Flatt","1","UM",0.9872557997558,0.0276971552027739,1,0.923076923076923,1,0.00692428880069347,0.028054689787211,1
"35","Flatt","1","VA",0.931506667352256,0.13449475292704,1,0.454545454545455,1,0.0300739410161901,0.144384101199546,1
"36","Flatt","1","YE",0.956325549450549,0.0903625555074383,1,0.642857142857143,1,0.020205681673523,0.0944893248531899,1
"37","Schlotterer","1","AK",0.416666666666667,0.265622957508487,0.533333333333333,0.0666666666666667,0.733333333333333,0.0885409858361624,0.637495098020369,0.6
"38","Schlotterer","1","GI",0.515659340659341,0.350207767307984,0.452380952380952,0.0666666666666667,1,0.123817143543838,0.679145590304241,0.333333333333333
"39","Schlotterer","1","KA",0.618518518518519,0.314073200557835,0.666666666666667,0.0666666666666667,1,0.104691066852612,0.507783018865961,0.0666666666666667
"40","Schlotterer","1","MA",0.660872460872461,0.291797283496855,0.733333333333333,0.2,0.933333333333333,0.110289006482413,0.441533428570521,0.933333333333333
"41","Schlotterer","1","MU",0.716666666666667,0.197484176581315,0.8,0.466666666666667,0.9,0.0806225774829855,0.275559316159974,0.466666666666667
"42","Schlotterer","1","RE",0.766666666666667,0.167774098561572,0.8,0.533333333333333,0.933333333333333,0.0838870492807861,0.218835780732485,0.8
"43","Schlotterer","1","UM",0.733333333333333,0.405517502019881,0.933333333333333,0.266666666666667,1,0.234125638952283,0.552978411845293,1
"44","Schlotterer","1","VA",0.76,0.153478192442951,0.733333333333333,0.533333333333333,0.933333333333333,0.0686375342732467,0.201944990056515,0.733333333333333
"45","Schlotterer","1","YE",0.566923076923077,0.263036809057463,0.533333333333333,0.333333333333333,1,0.117633637127424,0.46397266183813,0.333333333333333
"46","Schlotterer","2","AK",0.540740740740741,0.350308506009654,0.6,0,0.933333333333333,0.116769502003218,0.647830798784977,0.933333333333333
"47","Schlotterer","2","GI",0.775757575757576,0.139788637511161,0.727272727272727,0.666666666666667,0.933333333333333,0.0807070074967199,0.180196290541731,0.666666666666667
"48","Schlotterer","2","KA",0.735119047619048,0.293642682749418,0.8,0.133333333333333,1,0.110986501838399,0.399449155480989,1
"49","Schlotterer","2","MA",0.752910052910053,0.232218479068011,0.866666666666667,0.266666666666667,1,0.0774061596893369,0.308427916682038,0.866666666666667
"50","Schlotterer","2","MU",0.695833333333333,0.293548351929686,0.783333333333333,0.266666666666667,1,0.103785015127808,0.421865894988771,0.266666666666667
"51","Schlotterer","2","RE",0.598809523809524,0.311006825735091,0.633333333333333,0.2,0.928571428571429,0.155503412867545,0.519375215939316,0.928571428571429
"52","Schlotterer","2","UM",0.822637362637363,0.202203538462751,0.9,0.4,1,0.0639423732487754,0.245799118355735,0.933333333333333
"53","Schlotterer","2","VA",0.588888888888889,0.236329963931474,0.666666666666667,0.266666666666667,0.8,0.0964813037604107,0.401315033091182,0.8
"54","Schlotterer","2","YE",0.838095238095238,0.148359637403783,0.866666666666667,0.6,1,0.0560746721671609,0.177020021902241,0.866666666666667
"55","Schlotterer","3","AK",0.657142857142857,0.1940926522874,0.666666666666667,0.4,0.866666666666667,0.0733601270367704,0.295358383915609,0.866666666666667
"56","Schlotterer","3","GI",0.639583333333333,0.226417492593618,0.666666666666667,0.25,1,0.080050672196101,0.354007806009565,0.666666666666667
"57","Schlotterer","3","KA",0.775,0.207593925959403,0.766666666666667,0.533333333333333,1,0.073395536389516,0.267863130270197,1
"58","Schlotterer","3","MA",0.762962962962963,0.266898047765874,0.733333333333333,0.2,1,0.0889660159219579,0.349817829596048,1
"59","Schlotterer","3","MU",0.766666666666667,0.144871164560059,0.8,0.533333333333333,0.933333333333333,0.0458122847290851,0.188962388556599,0.866666666666667
"60","Schlotterer","3","RE",0.720833333333333,0.195129179840937,0.666666666666667,0.466666666666667,1,0.068988583136448,0.270699440241763,0.666666666666667
"61","Schlotterer","3","UM",0.85,0.257480671694588,0.966666666666667,0.466666666666667,1,0.128740335847294,0.302918437287751,1
"62","Schlotterer","3","VA",0.79047619047619,0.349451573349444,1,0.133333333333333,1,0.132080279763268,0.442077291586646,1
"63","Schlotterer","3","YE",0.693333333333333,0.188224789622864,0.733333333333333,0.333333333333333,0.933333333333333,0.0485994317035165,0.271478061956054,0.8
