"Country","Population","Line","PC1_F9","PC2_F9","Longitude","Latitude","Altitude","Location","PC1_clim","PC2_clim"
"Turkey","YE","YE11",-1.10622087805055,-2.44785068495063,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE13",-1.30744891259307,-0.566083866213376,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE14",-2.22209438660567,-2.33561439327557,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE15",0.201122085276759,-1.42571403271674,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE19",-1.60486842894863,-0.361060373942646,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE20",-1.51493058426221,-1.06398692118418,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE21",0.575352859508947,-1.0774766984993,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE22",-1.72439133029318,-0.605384094110702,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE23",-1.36268607418087,-1.9787013354587,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE24",0.284367984542543,-1.81619080877365,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE26",-1.04027876357286,-0.729091175416746,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE27",0.988225116307006,-2.19092181930022,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE33",0.458852085247068,0.583990782941964,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE40",-1.16604070325958,-1.45153379855137,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE41",-0.665090249318525,-1.54490345674043,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE48",-2.66437255204746,-1.5450149718817,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE49",-1.92632701873951,-0.85559734178662,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE51",-1.81953543412148,-1.10943847046263,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE69",-0.388065410139969,-0.27635448634081,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Turkey","YE","YE80",0.00472365131071547,0.505852343296245,32.26,40.231,680,"Yesiloz",0.259209807748969,-3.26775968663502
"Portugal","RE","RE10",1.30363109943258,-1.9516016497602,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE11",0.934705650142339,-1.02436578377751,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE12",0.794794625258203,0.268494637340435,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE13",1.79429478086278,0.828816151609338,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE15",-0.357998107144169,-1.42945882323163,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE16",2.07298014818316,0.107683411717207,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE17",0.939622900927389,-1.27973616832092,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE18",2.01346308697386,-0.716974652664164,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE2",3.68761755272862,-0.22044932228008,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE3",1.96280199562783,-1.08977087636145,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE4",2.282363318218,-1.80791055788286,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE5",0.684422634809722,-0.56414038706769,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE6",1.98758795094491,-1.18007259532195,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Portugal","RE","RE7",3.89112899810991,0.236663256395254,-8.41,41.15,175,"Recarei",1.12443102238453,-3.12739625050999
"Spain","GI","GI1",0.621621850532432,-0.726404897768709,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI10",0.715033478233306,-0.688826192978514,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI11",-1.23213515976893,0.0194156006223173,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI12",-2.06100685161688,-1.08320833042016,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI13",0.185824538232001,-0.390032932765401,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI14",1.60818579186232,1.26054295160582,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI15",-0.141987838529023,0.853260651173453,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI2",-1.22728297083305,0.488787324051244,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI3",-1.98477008156867,0.106468036895138,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI4",-1.2996704545937,-0.819554028264117,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI5",0.704689738356914,-0.520566655950335,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI6",-1.70451168316812,1.43188854786776,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI7",-1.65862906709925,-0.534309230163952,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI8",-1.86142591386639,0.00583314661488141,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Spain","GI","GI9",-1.31973337637351,1.23056140771888,0.62,41.618,173,"Gimenells",5.49169800266412,0.365768552651836
"Germany","MU","MU1",-1.44806781770169,0.407312838832159,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU10",-0.674557857413884,-0.891155884989426,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU11",-1.6782923470927,1.65133116016292,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU12",1.54521328605792,0.578079790552686,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU13",-0.954334878110625,-1.48422612262043,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU14",0.951178138400657,1.15851209401837,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU15",1.41225305594535,2.44820302278433,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU16",-0.467952836624294,-1.42913560871779,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU17",0.94096625767637,0.736730468136486,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU18",-0.561965491593325,0.824522781856835,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU19",2.79208697512342,-0.598153770427778,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU2",-0.48306661655234,0.371393185333093,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU20",1.62266774827067,0.627183640413565,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU3",0.276936912815896,-0.0465786628348301,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU4",1.25771299034376,-0.511065598889063,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU5",1.7254007236874,0.446699424263185,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU6",-1.02975059655018,0.294712448650554,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU7",-1.08553583556289,-0.47470196044244,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU8",0.480949653209669,0.701519915474052,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Germany","MU","MU9",-1.86440658932046,-0.892676225680963,11.61,48.18,520,"Munich",-3.24831761806737,0.432311477150378
"Austria","MA","MA12",1.04856157718154,-0.027527388240376,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA13",0.643262614810387,0.855285399980613,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA16",-1.9125104014185,0.555603163582775,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA18",1.99877970410728,1.88515809756209,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA19",-1.08885107285937,0.254223379674905,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA20",-1.09444060423734,-0.098364307184347,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA21",2.09205945108425,0.276607115914159,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA23",1.42064533741105,-0.583579829072318,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA26",0.820464121411345,-1.82136661465751,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA27",0.780803924484089,-1.19300381640588,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA28",2.46210218560199,-0.344302970002116,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA3",-0.563242933976303,-1.15066670206034,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA30",1.47614458004741,-0.518868692827512,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA31",1.41849766055242,-1.21913154313299,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA32",2.47208087177014,0.400606873261427,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA33",0.241479556508871,-1.93750261306626,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA5",-0.0323548800496347,-0.243423865764941,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA6",0.123802283393002,-1.77109767331415,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA7",0.0914327766425562,-1.18701259876489,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Austria","MA","MA9",0.179780235879215,-0.894986664844529,15.56,48.375,572,"Mauternbach",-2.95336927863757,-1.50970722150847
"Ukraine","UM","UM13",-0.882623968351314,-0.866724955333885,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM17",0.645221599034251,-0.729219713606668,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM18",0.676386082236176,-0.915802308630418,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM2",-0.860281276648565,-1.27396520785595,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM20",1.62388876699181,-0.557319646254708,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM21",-1.08989865839843,-1.21481832402585,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM22",1.77199504002506,-2.31372657296393,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM23",0.902436895080894,-0.0301368704402702,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM25",3.64989380858122,0.309451179732394,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM26",0.296868332920637,0.456723811278714,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM28",-0.0924502562511122,-2.73002524528653,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM29",-0.165886929712501,-0.659563114168837,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM4",2.07694956320467,-1.57789288303122,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM5",0.256575151396887,-0.754363928160433,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM7",0.438415855345895,-0.82401524028331,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Ukraine","UM","UM9",0.944286033811392,1.48404422346591,30.206,48.753,214,"Uman",3.02435106281496,1.08768756501898
"Denmark","KA","KA1",-1.8670822880937,1.54388248902951,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA10",-1.92440841378172,3.07259971441466,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA11",2.00848523779898,0.242799061460322,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA13",-2.18867033403987,-0.779560385939655,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA14",-0.75243744016431,0.786800048251835,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA15",-0.883991343868387,1.0291286711764,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA16",-0.297696024823299,0.707337659513293,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA17",-1.03771551521297,0.305669710500602,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA18",-0.358916530869989,1.51832956902954,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA2",0.411861604777621,2.79928701450696,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA23",-0.354343322074053,0.640034796845773,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA24",-0.0910816603257018,0.449822819004336,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA25",2.03710058831437,-0.328969199137459,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA28",1.79867818047664,2.00467010860683,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA29",2.21799233800935,1.12852708905036,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA3",-0.752868181724358,1.63226918023849,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA5",-1.67759045755543,0.75030489384445,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA6",-0.5281201816353,-1.0638460413835,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA7",-1.23912625517092,2.13367737562415,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Denmark","KA","KA9",0.192875468078649,0.848566177351857,10.213,55.945,15,"Karensminde",-3.49172732622544,1.17224707635808
"Russia","VA","VA1",-1.91059883418206,0.527426102072667,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA11",3.55810182992563,0.723695089462272,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA15",1.10637820592841,0.236575813572862,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA18",-0.509998100242868,1.91598154199152,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA22",0.836752297778758,1.91656455893318,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA26",-1.05255155388742,0.194995523878452,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA30",1.24999633701292,0.65629738988385,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA34",0.0935214874926785,1.68250768163067,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA35",0.0380439257193809,-0.456352399816794,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA44",2.57373846296237,-0.133071444539403,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA46",2.42545420803399,0.450972361839674,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA47",2.22328488453316,2.0441688171503,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA48",-0.536322276541256,1.77407419321361,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA55",0.0783686148408009,0.00172191969538978,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA57",2.1660920495366,0.148677898088172,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA6",0.689162127655112,2.53678634928551,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA66",-0.0274629060994572,1.23090507406605,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA67",-0.352784863593413,0.68065143482011,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA71",-0.427971046742425,0.62625110670835,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Russia","VA","VA9",-2.26861860452421,0.851991769837319,33.244,57.979,217,"Valday",0.325181747539892,3.12845846185505
"Finland","AK","AK1",-0.958075920756602,1.31607730452036,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK10",-1.00604232662296,1.07092365875419,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK11",-2.17556680927822,0.765443974590799,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK12",-1.46276704035357,-0.511108218818275,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK13",-0.38370856001486,0.115435931056348,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK14",-0.532354506699173,1.12573002320694,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK15",-1.613429416362,-1.79399251559765,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK16",-0.672416116395626,1.90793636563815,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK17",-1.24446597840416,-0.740934736152594,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK18",-1.97993352337179,0.451038449931121,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK2",-0.418560768108564,0.834963511099431,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK20",-2.81840733235323,0.575795870064383,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK21",-0.423560470618652,0.604214524872374,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK3",-1.45515570602012,1.08381145490693,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK4",-1.18429772651756,1.38558462029751,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK5",-0.808287839172521,1.62781111250303,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK6",-1.25452065799051,1.18112668899634,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK7",-1.60973543663646,0.715122364158098,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK8",-0.650835215460161,0.362541569950053,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
"Finland","AK","AK9",-2.87702995614095,-0.587430813952921,23.52,61.1,88,"Akaa",-0.531457420222085,1.71839002561917
